ingredientes,link,nome,porcoes,preparo,tempo_preparo
"1,5 kg de costela bovina,1 colher de sopa de sal ou a gosto,1/2 colher de sobremesa de pimenta-do-reino ou a gosto,1/4 xícara de chá de farinha de trigo,2 cebolas picadas em cubos ,2 dentes de alho amassados,2 tomates picado em cubos (sem pele e sem sementes),1 colher de sopa de vinagre,1 litro de água,2 colheres de sopa de óleo,3 mandiocas descascadas (cerca de 500 gramas),Folhas de salsinha fresca a gosto",https://www.receiteria.com.br/receita/vaca-atolada/,Vaca atolada , 6 a 8 porções,"
Junte os ingredientes da vaca atolada. Escolha um costela de qualidade e peça ao açougueiro para cortar em cubos de 4 a 5 cm. Corte as mandiocas em rodelas com cerca de 2 cm; ,
Em uma tigela, coloque a costela e tempere com sal e pimenta-do-reino. Você pode usar outros temperos para carne vermelha, como pimenta calabresa e páprica defumada; ,
Salpique a farinha de trigo e mexa bem para que pegue em todos os pedaços - esse processo ajuda na hora de dourar a carne e no espessamento do molho do prato; ,
Em fogo médio, aqueça uma panela de pressão com óleo. Em pequenas porções, para não soltar muita água, sele todos os lados das costelas até ficarem douradinhas. Reserve em um prato; ,
Na mesma panela, refogue a cebola com 1/4 de xícara de chá de água. Raspe o fundo para a cebola pegar todo o sabor do refogado da carne; ,
Adicione os tomates, dentes de alho e o vinagre. Mexa bem e cozinhe por cerca de 5 minutos; ,
Devolva as costelas seladas à panela e junte o litro de água. Tampe a panela e, após pegar pressão, deixe cozinhar por 30 minutos; ,
Desligue o fogo e espere a pressão sair. Abra a panela e adicione a mandioca com mais 1 xícara de chá de água. Tampe a panela e cozinhe por mais 15 minutos na pressão; ,
Quando a pressão sair, verifique se a carne e mandioca estão macias, se não estiver, cozinhe por mais alguns minutos com a panela aberta. Salpique folhas de salsinha fresca. Bom apetite! ", 80min
"2 kg de bucho em tiras,4 tomates picados (350 gramas),2 cebolas picadas,4 dentes de alho picados,500 gramas de linguiça calabresa fatiada,300 gramas de feijão-branco,2 limões,Sal e pimenta-do-reino a gosto,Cheiro-verde a gosto,1 lata de extrato de tomate (130 gramas),Azeite a gosto",https://www.receiteria.com.br/receita/dobradinha-tradicional/,Dobradinha tradicional , 4 a 6 porções,"
Corte o bucho em tiras de 1 cm de largura por 3 cm de comprimento. Fatie a calabresa com 1 cm de espessura. Pique os tomates, as cebolas e os dentes de alho. Deixe o feijão-branco de molho por 12 horas; ,
Em uma panela, coloque o bucho e cubra com água. Corte os limões ao meio, esprema e adicione tanto o suco quanto as partes cortadas à panela. Depois que ferver por 20 minutos, escorra o bucho e reserve; ,
Em uma panela de pressão, em fogo baixo, coloque o azeite e refogue as cebolas até dourar. Adicione os dentes de alho e deixe refogar mais um pouco. Adicione o tomate, misture e refogue até murchar; ,
Adicione o bucho, feijão-branco, sal e pimenta. Misture tudo muito bem. Acrescente o extrato de tomate e água até cobrir tudo. Mexa bem e feche a panela. Após pegar pressão, cozinhe por 1 hora e 15 minutos; ,
Enquanto isso, em uma frigideira, coloque 1 fio de azeite e frite a linguiça calabresa até ficar bem douradinha; ,
Assim que der o tempo de cozimento da dobradinha, desligue o fogo e deixe a pressão sair naturalmente. Acrescente a linguiça calabresa frita. Mexa para incorporar e deixe ferver por mais 5 minutos; ,
Se necessário, acerte os temperos e o sal. Finalize com cheiro-verde a gosto e sirva a dobradinha quentinha. Bom apetite! ", 90min
"600 gramas de acém (pode ser usado músculo ou peito bovino),350 gramas de batata-inglesa (cerca de 3 batatas médias),100 gramas de cenoura,1/2 de cebola média (ou 1 cebola pequena),100 gramas de salsão,1 colher de sopa de farinha de trigo,1 colher de sopa de extrato de tomate,1 e 1/2 xícara de chá de vinho tinto seco (opcional),Água fervente ou , até cobrir a carne,Azeite a gosto,1 colher de sopa de manteiga,2 folhas de louro,2 ramos de tomilho fresco,1/2 colher de chá de páprica,Sal e pimenta-do-reino moída na hora a gosto,Cheiro-verde a gosto",https://www.receiteria.com.br/receita/carne-de-panela/,Carne de panela , 8 porções,"
Com a lista de ingrediente em mãos, separe tudo o que você precisará para fazer a carne de panela. Assim, fica mais fácil, organizado e economizará tempo na cozinha, sem correr o risco de esquecer algo importante; ,
Prepare o mirepoix: em uma tábua, com uma faca de legumes, corte a cenoura, a cebola e o salsão em cubos bem pequenos. Observe se os cubinhos estão do mesmo tamanho (ou semelhantes), pois isso garantirá um cozimento uniforme. Essa mistura clássica traz um sabor delicioso à receita; ,
Com uma faca afiada, corte a peça de acém em cubos com cerca de 3 cm. Se não quiser cortar em casa, peça para o açougueiro cortar a peça para carne de panela, que são esses cubos maiores; ,
Coloque a carne em uma tigela e adicione a farinha de trigo. Com a mãos, misture bem para garantir que todos os pedaços entrem em contato com a farinha. Esse é o segredinho para criar uma crosta dourada na carne na hora de selar, além de deixar uma camada de sabor na panela; ,
Leve a panela de pressão sem a tampa ao fogo alto, aqueça bem e adicione um pouco de azeite. Acrescente os cubos de carne para selar (cerca de 3 minutos). É importante que a carne esteja em temperatura ambiente para criar a crostinha; ,
Adicione a manteiga e deixe derreter na panela. Mexa a carne de vez em quando, para não queimar. No fundo da panela, você perceberá a formação de uma leve camada dourada, isso significa que há muito sabor concentrado. Então, raspe com uma espátula, misturando bem; ,
Assim que a carne estiver selada, em fogo médio, adicione o mirepoix (a cenoura, cebola e salsão). Misture bem, observando se toda a crostinha dourada se desprendeu do fundo da panela; ,
Despeje o extrato de tomate, tempere com sal, pimenta-do-reino e páprica. Em fogo alto, deixe caramelizar o fundo da panela novamente (cerca de 1 minuto), mexendo às vezes - esse processo libera um sabor especial do tomate; ,
Para soltar a crostinha de sabor, dessa vez, adicione o vinho tinto e misture bem com a espátula, raspando o fundo da panela. Coloque as folhas de louros e os ramos de tomilho; ,
Preencha a panela com água ou caldo de carne até cobrir a carne. Lembrando que o caldo de carne deixará o preparo com um sabor mais intenso. Misture tudo, tampe a panela e, após pegar pressão, em fogo médio, conte 40 minutos; ,
Enquanto isso, descasque as batatas e corte, cada uma, em 8 pedaços médios. Se a batata for pequena, corte em 4 pedaços (ao invés de 3 batatas médias, serão 6 pequenas); ,
Após 40 minutos, desligue o fogo e deixe a pressão sair sozinha. Então, abra a panela, adicione as batatas, misture levemente e prove o sabor do molho. Se necessário, acerte o sal e os temperos; ,
Se tiver pouco molho, adicione mais água. Se achar que o molho está muito ralo, dissolva 1 colher de café de amido de milho em um pouquinho de água (apenas o necessário para dissolver tudo) e despeje na panela. Volte a panela ao fogo, sem a tampa, cozinhe por 20 minutos, ou até as batatas ficarem macias; ,
Se preferir, para agilizar o processo, após adicionar as batatas, volte a panela tampada ao fogo. Quando pegar pressão, conte 5 minutos. Então, desligue e espere a pressão sair naturalmente. Acerte o sal se precisar e finalize com cheiro-verde. Já pode servir! ", 70min
"1 colher de sopa de azeite,1 colher de sopa de manteiga,1/2 cebola picada,500 gramas de carne em tiras,1 colher de chá de sal,Pimenta-do-reino a gosto,1 colher de sopa de molho inglês,1 colher de sopa de mostarda,1 colher de sopa de ketchup,2 tomates sem pele e sem sementes picados,1/2 xícara de chá de champignon,1 lata de creme de leite sem soro (300 gramas)",https://www.receiteria.com.br/receita/strogonoff-de-carne-rapido/,Strogonoff de carne rápido , 6 porções,"
Corte a carne em tiras de aproximadamente 5 cm x 2 cm. Mantenha a carne em temperatura ambiente até a hora de dourar (ela não pode estar gelada). Pique o champignon em tamanho médio e o tomate em cubinhos. Organize todos os ingredientes que você utilizará na receita; ,
Leve uma panela ao fogo baixo com azeite e manteiga. Refogue a cebola por 2 minutos ou até ela murchar e dourar. A dica é picar bem fininho para a cebola quase desmanchar no molho. Se quiser, pode adicionar um dente de alho triturado; ,
Adicione as tiras de carne, tempere com sal e pimenta, e espere dourar (cerca de 5 minutos). Se a panela for pequena, doure as tiras aos poucos, pois elas soltam líquido e cozinham no vapor ao invés de dourar. Na metade do tempo, cuidadosamente, vire as tiras de carne para garantir um dourado uniforme; ,
Se você dourou as tiras de carne aos poucos, esse é o momento de retornar tudo à panela. Raspe bem o fundo da panela para aproveitar o sabor do queimadinho da carne. Pode dar uma leve regadinha com azeite. Acrescente o molho inglês, a mostarda, o ketchup e o tomate. Misture bem; ,
Junte os cogumelos e mexa delicadamente. Acrescente o creme de leite, misture e acerte os temperos se precisar. Deixe cozinhar em fogo baixo por 10 minutos, ou até engrossar o molho. Mexa de vez em quando para não grudar no fundo da panela; ,
Strogonoff prontinho em menos de meia hora! O empratamento fica lindo, combina com almoço, jantar, refeições casuais, especiais e românticas. Com certeza, vai surpreender as visitas. ", 25min
"800 gramas de peito de frango cozido e desfiado,
6 batatas grandes cozidas e amassadas,
1 caixa de creme de leite,
200 gramas de queijo mussarela,
3 dentes de alho picados,
1 copo de requeijão cremoso,
1 colher de sopa de manteiga,
260 gramas de extrato de tomate,
Páprica, sal, salsinha e pimenta-do-reino a gosto",https://www.receiteria.com.br/receita/escondidinho-de-frango-com-requeijao/,Escondidinho de frango com requeijão , 8 porções,, 30min
"300 gramas de batatas,
2 cubos de caldo de legumes,
200 gramas de carne moída,
2 dentes de alho picados,
2 colheres de sopa de manteiga,
60 ml de leite,
30 gramas de creme de leite,
50 gramas de queijo parmesão ralado,
Sal e pimenta a gosto",https://www.receiteria.com.br/receita/escondidinho-de-batata-com-carne-moida/,Escondidinho de batata com carne moída , 4 a 6 porções,, 60min
"600 gramas de batata-doce cozidas,
250 gramas de frango desfiado,
150 gramas de cream chease light,
Fatias de queijo a gosto",https://www.receiteria.com.br/receita/escondidinho-de-batata-doce-com-frango/,Escondidinho de batata-doce com frango , 1 forma,, 45min
"500 gramas de batata cozida,
1/2 caixa de creme de leite,
200 gramas de carne seca desfiada temperada,
1/2 cebola roxa picada,
Sal a gosto,
Queijo branco a gosto para gratinar",https://www.receiteria.com.br/receita/escondidinho-de-batata-e-carne-seca/,Escondidinho de batata e carne seca , 4 porções,, 20min
"600 gramas de mandioca cozida,
1/2 cebola,
2 colheres de sopa de manteiga,
400 gramas de carne seca dessalgada,
Requeijão cremoso a gosto,
Queijo parmesão ou provolone a gosto,
Sal e pimenta a gosto",https://www.receiteria.com.br/receita/escondidinho-de-carne-seca-e-requeijao/,Escondidinho de carne-seca e requeijão , 1 forma,, 50min
"1 kg de batata-baroa,
1 lata ou caixa de creme de leite,
1 colher de sopa de manteiga,
Sal a gosto,
Pimenta e noz-moscada a gosto,
Queijo mussarela e provolone ralados a gosto",https://www.receiteria.com.br/receita/escondidinho-de-mandioquinha-com-queijo/,Escondidinho de mandioquinha com queijo , 4 a 6 porções,, 60min
"10 tomates italianos maduros,1/2 xícara de chá de água,5 colheres de sopa de azeite,1 cebola picada,3 dentes de alho picados,Sal e pimenta-do-reino a gosto,1 colher de chá de açúcar,Folhas de manjericão fresco a gosto",https://www.receiteria.com.br/receita/molho-de-tomate-caseiro-facil/,Molho de tomate caseiro fácil , 4 porções,"
Reúna todos os ingredientes do seu molho de tomate caseiro fácil; ,
Higienize os tomates e corte-os em pedaços menores para facilitar o trabalho do liquidificador ,
Em um liquidificador, coloque os tomates cortados e a água. Bata até obter um suco e reserve; ,
Em uma panela, no fogo médio, aqueça o azeite e frite a cebola com uma pitada de sal até ela dourar; ,
Depois, adicione o alho e refogue mais um pouco; ,
Acrescente o suco de tomate, o sal e a pimenta, misturando para incorporar. Tampe a panela e deixe o líquido cozinhar por cerca de 20 minutos, mexendo por vezes para não grudar no fundo da panela; ,
Passado o tempo, adicione o açúcar para mascarar a acidez do molho e misture bem, cozinhando por pelo menos mais 5 minutos; ,
Desligue o fogo, adicione as folhas de manjericão e sirva como preferir. Bom apetite! ", 40min
"1 copo de leite integral bem gelado (250 ml),Óleo (o suficiente),Sal e orégano a gosto,3 dentes de alho",https://www.receiteria.com.br/receita/molho-de-alho/,Molho de alho , 7 porções,"
Reúna todos os ingredientes; ,
Em um liquidificador, despeje o leite e comece a bater na velocidade mais baixa; ,
Abra a tampinha menor e vá despejando o óleo em fio; ,
Vá despejando o óleo em fio e batendo até formar um creme uniforme; ,
Adicione o sal, o orégano, os dentes de alho e bata apenas para incorporar; ,
Agora é só servir. Bom apetite! ", 20min
"1/2 cebola,1 folha de louro ,3 cravos-da-índia ,500 ml de leite ,50 gramas de manteiga ,50 gramas de farinha de trigo ,Sal e pimenta-do-reino a gosto ,Noz-moscada a gosto",https://www.receiteria.com.br/receita/molho-bechamel/,Molho bechamel , Cerca de 500 ml,"
Reúna todos os ingredientes; ,
Prepare a cebola piqué: separe a cebola e vire a parte cortada para baixo; ,
Coloque a folha de louro por cima e espete os 3 cravos, prendendo a folha na cebola. Reserve; ,
Despeje o leite em uma panela, adicione a cebola piqué e leve ao fogo médio até o leite levantar fervura (não mexa); ,
Desligue o fogo, retire a cebola e reserve o leite; ,
Em outra panela, derreta a manteiga em fogo médio; ,
Adicione a farinha e mexa com um fouet por cerca de 3 a 4 minutos, ou até ela cozinhar bem; ,
Acrescente o leite e fique mexendo sem parar por cerca de 5 minutos (ou até o molho começar a ferver); ,
Tempere com sal, pimenta, noz-moscada e desligue o fogo; ,
Agora é só servir. ", 10min
"3 colheres de sopa de manteiga,3 colheres de sopa de farinha de trigo (sem fermento),1 cebola pequena (80 gramas),2 dentes de alho médios (10 gramas),1 litro de leite integral,1 colher de café de sal (ou a gosto),1/2 colher de café de pimenta-do-reino moída na hora (ou a gosto),1/2 colher de café de noz-moscada (ou a gosto),50 gramas de parmesão fresco ralado,1 caixinha de creme de leite (200 gramas)",https://www.receiteria.com.br/receita/molho-branco-para-lasanha/,Molho branco para lasanha , 800 ml,"
Separe os ingredientes do molho branco para lasanha. Se quiser, você também pode utilizar esse molho para acompanhar macarrão, nhoque ou até mesmo gratinar alguns preparos no forno - ele é bem versátil! ,
Descasque a cebola e os dentes de alho. Pique ou rale a cebola, com o auxílio de um ralador, para ficar bem fininha. Pique também o alho em pedaços bem pequenos ou amasse, usando um amassador ou espremedor; ,
Em uma panela média, em fogo médio, derreta a manteiga e refogue o alho e a cebola até ficar transparente (cerca de 3 a 5 minutos), mexendo às vezes - não deixe o tempero dourar, para que não mude a cor do molho branco; ,
Assim que refogarem, adicione a farinha de trigo e, com uma espátula ou batedor de arame (fouet), misture os ingredientes por cerca de 2 a 3 minutos - é tempo suficiente para cozinhar a farinha, pois o ponto do roux (mistura de farinha e manteiga) deve ser claro; ,
Logo que a farinha cozinhar, adicione o leite e, com o batedor de arame, mexa sem parar até dissolver a farinha e não ter perigo de formar grumos. Tempere com sal e noz-moscada, aumente o fogo e mexa até ferver; ,
Quando ferver, coloque em fogo baixo e cozinhe por cerca de 10 ou até o molho encorpar um pouco, mexendo sempre para não grudar no fundo da panela; ,
Desligue o fogo, acrescente o queijo ralado e o creme de leite, mexendo rapidamente. Finalize com um pouco de pimenta-do-reino e misture bem; ,
Assim que todos os ingredientes estiverem incorporados, você já pode montar sua lasanha. Aproveite!  ", 30min
